00,CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
154,6621635,2016-12-12 17:03:17,2016-12-16 19:25:33,2016-12-16 19:25:33,Closed,Area Cleaned - advise sfpd - occuped,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BRYANT ST and 17TH ST,10,Mission,"(37.7643099589813, -122.410363805924)",Voice In,
155,6621623,2016-12-12 16:59:48,2016-12-16 19:25:34,2016-12-16 19:25:34,Closed,Area Cleaned - advise sfpd - occupied,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of FLORIDA ST and 17TH ST,9,Mission,"(37.7642514416934, -122.411330111097)",Voice In,
156,6621460,2016-12-12 16:20:32,2016-12-16 17:25:11,2016-12-16 17:25:11,Closed,Area Cleaned - 8054 going to clean and advise sfpd - occupied,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2931 HARRISON ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.75058010525, -122.411521421261)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584f3ec63da19793c74ccbc8/photo_20161212_161954.jpg
157,6621373,2016-12-12 16:05:39,2016-12-16 17:25:18,2016-12-16 17:25:18,Closed,Area Cleaned - ADVISE SFPD - OCCUPIED,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"55 ERIE ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.769204578783, -122.416754982389)",Open311,
158,6621181,2016-12-12 15:30:39,2016-12-16 17:25:21,2016-12-16 17:25:21,Closed,Area Cleaned - ADVISE SFPD - OCCUPIED TENT,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2147 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.762783371425, -122.414880411586)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584f33133da19793c74cc975/report.jpg
159,6620732,2016-12-12 14:15:20,2016-12-16 16:25:19,2016-12-16 16:25:19,Closed,Area Cleaned - sent 8072 to clean and advise sfpd occupied,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2719 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765365882843, -122.413546473062)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584f216f3da19793c74cc595/report.jpg
160,6620610,2016-12-12 13:53:56,2016-12-13 13:25:08,2016-12-13 13:25:08,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2030 BRYANT ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.76135040715, -122.410148723988)",Voice In,
161,6620497,2016-12-12 13:33:24,2016-12-19 00:27:46,2016-12-19 00:27:46,Closed,Area Cleaned - 10-98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2874 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765368164454, -122.416976459288)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584f179b3da19793c74cc37a/report.jpg
162,6620174,2016-12-12 12:38:54,2016-12-14 16:40:05,2016-12-14 16:40:05,Closed,Area Cleaned - need a crew,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 17TH ST and FLORIDA ST,9,Mission,"(37.7642514416934, -122.411330111097)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584f0ad43da19793c74cc11b/report.jpg
163,6620131,2016-12-12 12:30:19,2016-12-16 00:27:49,2016-12-16 00:27:49,Closed,Area Cleaned - 1:34PM SFPD Dispatcher 191 CAD# 163472142,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of HAMPSHIRE ST and 18TH ST,10,Mission,"(37.761875752531, -122.40818641851)",Voice In,
164,6620083,2016-12-12 12:23:46,2016-12-17 15:25:17,2016-12-17 15:25:17,Closed,Area Cleaned - Outreach and Enforcement Incident created.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2091 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763852423965, -122.415117797707)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584f074a3da19793c74cbfcc/report.jpg
165,6620077,2016-12-12 12:22:20,2016-12-16 14:20:11,2016-12-16 14:20:11,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 17TH ST and FLORIDA ST,9,Mission,"(37.7642514416934, -122.411330111097)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584f06f23da19793c74cbfab/report.jpg
166,6620062,2016-12-12 12:20:15,2016-12-17 15:25:09,2016-12-17 15:25:09,Closed,Area Cleaned - Outreach and Enforcement Incident created.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2091 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763852423965, -122.415117797707)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584f066e3da19793c74cbf5d/report.jpg
167,6620053,2016-12-12 12:19:31,2016-12-16 07:30:14,2016-12-16 07:30:14,Closed,Area Cleaned - Assign to Liter Patrol. Sent through the blue button to CMMS.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 17TH ST and FLORIDA ST,9,Mission,"(37.7642514416934, -122.411330111097)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584f064d3da19793c74cbf2f/report.jpg
168,6620049,2016-12-12 12:19:03,2016-12-16 14:20:14,2016-12-16 14:20:14,Closed,Area Cleaned - Contacted SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2100 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763567700089, -122.415301559432)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584f062c3da19793c74cbf25/report.jpg
169,6620041,2016-12-12 12:17:19,2016-12-16 14:20:16,2016-12-16 14:20:16,Closed,Area Cleaned - Contacted SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2100 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763567700089, -122.415301559432)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584f05b63da19793c74cbef9/report.jpg
170,6619990,2016-12-12 12:10:07,2016-12-15 12:25:06,2016-12-15 12:25:06,Closed,Area Cleaned - could not complete,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2075 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.764097916779, -122.415011903149)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584f04153da19793c74cbe24/report.jpg
171,6619801,2016-12-12 11:46:20,2016-12-16 00:27:54,2016-12-16 00:27:54,Closed,Area Cleaned - 12:46PM SFPD Dispatcher 156  (HOLD 1 minutes) CAD# 163471951,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2445 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765428318307, -122.411119396876)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584efe783da19793c74cbbb5/report.jpg
172,6619774,2016-12-12 11:42:53,2016-12-16 00:27:34,2016-12-16 00:27:34,Closed,Area Cleaned - 12:46PM SFPD Dispatcher 156  (HOLD 1 minutes) CAD# 163471944.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"475 ALABAMA ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763574702057, -122.412058874363)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584efdad3da19793c74cbb29/report.jpg
173,6619750,2016-12-12 11:39:55,2016-12-16 00:27:35,2016-12-16 00:27:35,Closed,Area Cleaned - 12:46PM SFPD Dispatcher 156  (HOLD 1 minutes) CAD# 163471940,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2885 MARIPOSA ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.762814640461, -122.411834410059)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584efcfc3da19793c74cbaa0/report.jpg
174,6619680,2016-12-12 11:30:57,2016-12-16 13:25:19,2016-12-16 13:25:19,Closed,Area Cleaned - Contacted sfpd,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of SOUTH VAN NESS AVE and 26TH ST,9,Mission,"(37.7491721206718, -122.415954626097)",Voice In,
175,6619674,2016-12-12 11:30:20,2016-12-16 13:25:15,2016-12-16 13:25:15,Closed,Area Cleaned - Contacted SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2740 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765447363043, -122.414021872148)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584efabf3da19793c74cb934/report.jpg
176,6619654,2016-12-12 11:28:21,2016-12-16 00:27:39,2016-12-16 00:27:39,Closed,Area Cleaned - 12:46PM SFPD Dispatcher 156  (HOLD 1 minutes) CAD# 163471934,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and SHOTWELL ST,9,Mission,"(37.765249409965, -122.416387642122)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584efa4d3da19793c74cb8d9/report.jpg
177,6619646,2016-12-12 11:27:04,2016-12-15 23:25:10,2016-12-15 23:25:10,Closed,Area Cleaned - Called SFPD for Homeless Assistance 415-553-0123 CAD # 163463732,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"483 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765478557559, -122.417333889455)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584efa013da19793c74cb8cd/report.jpg
178,6618920,2016-12-12 09:48:03,2016-12-16 11:15:22,2016-12-16 11:15:22,Closed,Area Cleaned - Sen 675 to clean and ADVISE SFPD - OCCUPIED,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1800 FOLSOM ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.767899373303, -122.415713852066)",Voice In,
179,6618786,2016-12-12 09:29:11,2016-12-16 11:15:18,2016-12-16 11:15:18,Closed,Area Cleaned - ADVISE SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of FLORIDA ST and 17TH ST,9,Mission,"(37.7642514416934, -122.411330111097)",Voice In,
180,6618761,2016-12-12 09:25:05,2016-12-14 13:55:07,2016-12-14 13:55:07,Closed,Area Cleaned - could not complete,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1789 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.768614044174, -122.419822993593)",Web Self Service,
181,6618762,2016-12-12 09:25:05,2016-12-14 08:40:09,2016-12-14 08:40:09,Closed,Area Cleaned - could not complete,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of FLORIDA ST and 16TH ST,9,Mission,"(37.7655476063577, -122.411455158321)",Voice In,
182,6618431,2016-12-12 08:39:35,2016-12-16 00:27:12,2016-12-16 00:27:12,Closed,Area Cleaned - 09:25AM SFPD Dispatcher 163 CAD# 163471087.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1455 15TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.766737610945, -122.416803869036)",Web Self Service,
183,6618336,2016-12-12 08:25:02,2016-12-16 09:30:24,2016-12-16 09:30:24,Closed,Area Cleaned - Contacted SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"64 RONDEL PL, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763958294669, -122.421208261016)",Open311,
184,6618180,2016-12-12 07:35:41,,2016-12-12 07:57:59,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"450 ALABAMA ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.76347335629, -122.412382302393)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584ec3c33da19793c74ca94e/report.jpg
185,6618179,2016-12-12 07:35:10,2016-12-16 08:25:24,2016-12-16 08:25:24,Closed,Area Cleaned - Contacted SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"3119 17TH ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763543659739, -122.415660713087)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584ec3a23da19793c74ca942/report.jpg
186,6618158,2016-12-12 07:26:00,2016-12-16 00:28:05,2016-12-16 00:28:05,Closed,Area Cleaned - 07:33AM SFPD Dispatcher 106 CAD# 163470650,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 15TH ST and HARRISON ST,9,Mission,"(37.766725305156, -122.413227026717)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584ec17e3da19793c74ca8e0/report.jpg
187,6617835,2016-12-11 22:48:09,2016-12-12 10:25:08,2016-12-12 10:25:08,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2860 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765353291362, -122.416721001111)",Open311,
188,6617790,2016-12-11 21:40:43,2016-12-15 23:25:13,2016-12-15 23:25:13,Closed,Area Cleaned - Called SFPD for Homeless Assistance 415-553-0123 CAD # 163463732,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"490 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765511320074, -122.417678769023)",Open311,
189,6617666,2016-12-11 19:49:44,2016-12-15 23:25:14,2016-12-15 23:25:14,Closed,Area Cleaned - Called SFPD for Homeless Assistance 415-553-0123 CAD # 163463729,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"530 HAMPSHIRE ST, SAN FRANCISCO, CA, 94110",10,Mission,"(37.762816360272, -122.408505004912)",Open311,
190,6616886,2016-12-11 13:19:16,2016-12-15 00:25:53,2016-12-15 00:25:53,Closed,Area Cleaned - 1:38PM SFPD Dispatcher 41 CAD# 61805,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and HARRISON ST,9,Mission,"(37.7654474943791, -122.413105187419)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584dc2cb3da19793c74c9c88/photo_20161211_131903.jpg
191,6616830,2016-12-11 12:58:14,,2016-12-11 12:58:14,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1818 HARRISON ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.768200454226, -122.41359001426)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584dbddf3da19793c74c9b6a/photo_20161211_125754.jpg
192,6616824,2016-12-11 12:55:53,2016-12-15 14:25:17,2016-12-15 14:25:17,Closed,Area Cleaned - Contacted SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 15TH ST and TREAT AVE,9,Mission,"(37.766750975528, -122.412830100585)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584dbd513da19793c74c9b54/photo_20161211_125517.jpg
193,6616821,2016-12-11 12:55:10,2016-12-15 11:15:27,2016-12-15 11:15:27,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 15TH ST and JULIAN AVE,9,Mission,"(37.7665993360598, -122.421056485527)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584dbd253da19793c74c9b4a/report.jpg
194,6616820,2016-12-11 12:54:48,2016-12-12 13:10:19,2016-12-12 13:10:19,Closed,Area Cleaned - no garbage / debris to pick up,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1970 HARRISON ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.766061583137, -122.413233132411)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584dbd123da19793c74c9b40/photo_20161211_125307.jpg
195,6616793,2016-12-11 12:44:55,,2016-12-11 12:44:55,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2779 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765208516521, -122.414739199641)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584dbac13da19793c74c9ad3/photo_20161211_124429.jpg
196,6616788,2016-12-11 12:43:59,2016-12-12 10:25:09,2016-12-12 10:25:09,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and FOLSOM ST,9,Mission,"(37.7653147489607, -122.415308353435)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584dba883da19793c74c9ab4/photo_20161211_124332.jpg
197,6616775,2016-12-11 12:40:14,2016-12-15 13:15:25,2016-12-15 13:15:25,Closed,Area Cleaned - Contacted SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 19TH ST and SHOTWELL ST,9,Mission,"(37.7604332780234, -122.415928819083)",Voice In,
198,6616773,2016-12-11 12:39:32,2016-12-15 13:15:23,2016-12-15 13:15:23,Closed,Area Cleaned - Contacted SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and FOLSOM ST,9,Mission,"(37.7653147489607, -122.415308353435)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584db97d3da19793c74c9a4c/photo_20161211_123902.jpg
199,6616771,2016-12-11 12:38:44,2016-12-15 13:15:24,2016-12-15 13:15:24,Closed,Area Cleaned - Contacted SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2000 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.765099046216, -122.415615517012)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584db94c3da19793c74c9a42/photo_20161211_123821.jpg
200,6616761,2016-12-11 12:37:01,2016-12-12 10:25:06,2016-12-12 10:25:06,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and SHOTWELL ST,9,Mission,"(37.765249409965, -122.416387642122)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584db8e43da19793c74c9a02/photo_20161211_123649.jpg
201,6616592,2016-12-11 11:28:23,2016-12-15 12:15:14,2016-12-15 12:15:14,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1885 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.766881071611, -122.419664048558)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584da8d03da19793c74c97b0/report.jpg
202,6616563,2016-12-11 11:15:00,2016-12-15 12:15:21,2016-12-15 12:15:21,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1880 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.767159874561, -122.420032495993)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584da5ab3da19793c74c96ce/report.jpg
203,6616503,2016-12-11 10:49:24,,2016-12-11 12:54:50,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2030 HARRISON ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.764421922184, -122.413304144018)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584d9fac3da19793c74c9627/report.jpg
204,6616474,2016-12-11 10:40:03,,2016-12-11 10:41:05,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of HAMPSHIRE ST and 18TH ST,10,Mission,"(37.761875752531, -122.40818641851)",Voice In,
205,6616335,2016-12-11 09:51:32,2016-12-15 11:15:21,2016-12-15 11:15:21,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2850 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.748886738082, -122.406675527324)",Open311,
206,6616331,2016-12-11 09:50:24,2016-12-15 11:15:22,2016-12-15 11:15:22,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1656 15TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.766718673102, -122.421267483133)",Web Self Service,
207,6616136,2016-12-11 08:22:24,2016-12-20 01:25:13,2016-12-20 01:25:13,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"490 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765511320074, -122.417678769023)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584d7d353da19793c74c9136/report.jpg
208,6615809,2016-12-10 23:11:51,2016-12-15 06:25:05,2016-12-15 06:25:05,Closed,Area Cleaned - Called SFPD for Homeless Assistance 415-553-0123 CAD # 163460658,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1750 HARRISON ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.769008879984, -122.413613048178)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584cfc2c3da19793c74c8e5c/report.jpg
209,6615203,2016-12-10 16:31:17,2016-12-13 19:25:18,2016-12-13 19:25:18,Closed,Area Cleaned - 10-98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 15TH ST and CALEDONIA ST,9,Mission,"(37.7665704473143, -122.421531181949)",Open311,
210,6615193,2016-12-10 16:27:31,2016-12-13 19:25:16,2016-12-13 19:25:16,Closed,Area Cleaned - 10-98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 15TH ST and JULIAN AVE,9,Mission,"(37.7665993360598, -122.421056485527)",Open311,
211,6615052,2016-12-10 15:43:37,,2016-12-10 15:53:57,Open,accepted,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1500 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110",9,Mission,"(37.7489895689, -122.416097672246)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584c93213da19793c74c838f/photo_20161210_154221.jpg
212,6614987,2016-12-10 15:24:41,2016-12-10 19:55:20,2016-12-10 19:55:20,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2600 18TH ST, SAN FRANCISCO, CA, 94110",10,Mission,"(37.761915042776, -122.408219593176)",Open311,
213,6614119,2016-12-10 10:19:25,2016-12-14 11:20:32,2016-12-14 11:20:32,Closed,Area Cleaned - ADVISE SFPD - OCCUPIED,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2953 HARRISON ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.75023680852, -122.411488470541)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584c47243da19793c74c7b0a/report.jpg
214,6613513,2016-12-09 22:41:33,2016-12-13 00:26:24,2016-12-13 00:26:24,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"490 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765511320074, -122.417678769023)",Open311,
215,6613470,2016-12-09 21:46:49,,2016-12-09 22:22:23,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1880 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.767159874561, -122.420032495993)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584b96b93da19793c74c7781/report.jpg
216,6613225,2016-12-09 18:30:06,2016-12-13 19:25:17,2016-12-13 19:25:17,Closed,Area Cleaned - 10-98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 20TH ST and FLORIDA ST,9,Mission,"(37.7591338604323, -122.410758686679)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584b689f3da19793c74c750c/photo_20161209_182919.jpg
217,6613206,2016-12-09 18:22:11,2016-12-13 19:25:17,2016-12-13 19:25:17,Closed,Area Cleaned - 10-98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 15TH ST and JULIAN AVE,9,Mission,"(37.7665993360598, -122.421056485527)",Voice In,
218,6613090,2016-12-09 17:42:35,2016-12-11 16:00:16,2016-12-11 16:00:16,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 15TH ST and SHOTWELL ST,9,Mission,"(37.7668713217817, -122.416548520311)",Voice In,
219,6612840,2016-12-09 16:21:35,2016-12-11 15:25:09,2016-12-11 15:25:09,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"173 JULIAN AVE, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765482212884, -122.420807484437)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584b4a7d3da19793c74c71cc/photo_20161209_162049.jpg
220,6612294,2016-12-09 14:35:25,2016-12-09 18:25:34,2016-12-09 18:25:34,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2063 BRYANT ST, SAN FRANCISCO, CA, 94110",10,Mission,"(37.760967580906, -122.409973593306)",Open311,
221,6612174,2016-12-09 14:12:34,,2016-12-09 14:13:59,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and SHOTWELL ST,9,Mission,"(37.765249409965, -122.416387642122)",Voice In,
222,6611965,2016-12-09 13:28:05,2016-12-13 13:15:31,2016-12-13 13:15:31,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2050 BRYANT ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.761015579909, -122.410534254165)",Open311,
223,6611495,2016-12-09 11:37:40,2016-12-09 12:25:09,2016-12-09 12:25:09,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2132 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763157528337, -122.415241067614)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584b07f43da19793c74c6545/report.jpg
